idx_NUTS3,1,2,3,4,5,6,7
ITI31,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ITI32,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ITI33,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ITI34,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ITI35,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ITI41,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ITI42,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ITI43,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ITI44,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ITI45,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ITZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
CY000,0.299,0.34,0.025,0.025,0.052,0.157,0.157
CYZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LV003,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LV005,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LV006,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LV007,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LV008,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LV009,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LVZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LT001,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LT002,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LT003,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LT004,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LT005,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LT006,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LT007,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LT008,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LT009,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LT00A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LTZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LU000,0.299,0.34,0.025,0.025,0.052,0.157,0.157
LUZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU101,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU102,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU211,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU212,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU213,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU221,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU222,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU223,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU231,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU232,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU233,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU311,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU312,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU313,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU321,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU322,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU323,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU331,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU332,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HU333,0.299,0.34,0.025,0.025,0.052,0.157,0.157
HUZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
MT001,0.299,0.34,0.025,0.025,0.052,0.157,0.157
MT002,0.299,0.34,0.025,0.025,0.052,0.157,0.157
MTZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL111,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL112,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL113,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL121,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL122,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL123,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL131,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL132,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL133,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL211,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL212,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL213,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL221,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL224,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL225,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL226,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL230,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL310,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL321,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL322,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL323,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL324,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL325,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL326,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL327,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL332,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL333,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL337,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL338,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL339,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL33A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL341,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL342,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL411,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL412,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL413,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL414,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL421,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL422,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NL423,0.299,0.34,0.025,0.025,0.052,0.157,0.157
NLZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT111,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT112,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT113,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT121,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT122,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT123,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT124,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT125,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT126,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT127,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT130,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT211,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT212,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT213,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT221,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT222,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT223,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT224,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT225,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT226,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT311,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT312,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT313,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT314,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT315,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT321,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT322,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT323,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT331,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT332,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT333,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT334,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT335,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT341,0.299,0.34,0.025,0.025,0.052,0.157,0.157
AT342,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ATZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL113,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL114,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL115,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL116,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL117,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL127,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL128,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL129,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL12A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL12B,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL12C,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL12D,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL12E,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL213,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL214,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL217,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL218,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL219,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL21A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL224,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL225,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL227,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL228,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL229,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL22A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL22B,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL22C,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL311,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL312,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL314,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL315,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL323,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL324,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL325,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL326,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL331,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL332,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL343,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL344,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL345,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL411,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL414,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL415,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL416,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL417,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL418,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL424,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL426,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL427,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL428,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL431,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL432,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL514,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL515,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL516,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL517,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL518,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL523,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL524,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL613,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL616,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL617,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL618,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL619,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL621,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL622,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL623,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL633,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL634,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL636,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL637,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PL638,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PLZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT111,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT112,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT119,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT11A,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT11B,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT11C,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT11D,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT11E,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT150,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT16B,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT16D,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT16E,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT16F,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT16G,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT16H,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT16I,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT16J,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT170,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT181,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT184,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT185,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT186,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT187,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT200,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PT300,0.299,0.34,0.025,0.025,0.052,0.157,0.157
PTZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO111,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO112,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO113,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO114,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO115,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO116,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO121,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO122,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO123,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO124,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO125,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO126,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO211,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO212,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO213,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO214,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO215,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO216,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO221,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO222,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO223,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO224,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO225,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO226,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO311,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO312,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO313,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO314,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO315,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO316,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO317,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO321,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO322,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO411,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO412,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO413,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO414,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO415,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO421,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO422,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO423,0.299,0.34,0.025,0.025,0.052,0.157,0.157
RO424,0.299,0.34,0.025,0.025,0.052,0.157,0.157
ROZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SI031,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SI032,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SI033,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SI034,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SI035,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SI036,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SI037,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SI038,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SI041,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SI042,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SI043,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SI044,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SIZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SK010,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SK021,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SK022,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SK023,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SK031,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SK032,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SK041,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SK042,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SKZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI193,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI194,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI195,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI196,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI197,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1B1,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1C1,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1C2,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1C3,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1C4,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1C5,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1D1,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1D2,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1D3,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1D4,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1D5,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1D6,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI1D7,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FI200,0.299,0.34,0.025,0.025,0.052,0.157,0.157
FIZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE110,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE121,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE122,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE123,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE124,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE125,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE211,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE212,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE213,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE214,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE221,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE224,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE231,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE232,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE311,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE312,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE313,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE321,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE322,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE331,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SE332,0.299,0.34,0.025,0.025,0.052,0.157,0.157
SEZZZ,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKC11,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKC12,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKC13,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKC14,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKC21,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKC22,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKC23,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD11,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD12,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD33,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD34,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD35,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD36,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD37,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD41,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD42,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD44,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD45,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD46,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD47,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD61,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD62,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD63,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD71,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD72,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD73,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKD74,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKE11,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKE12,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKE13,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKE21,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKE22,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKE31,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKE32,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKE41,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKE42,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKE44,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKE45,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKF11,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKF12,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKF13,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKF14,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKF15,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKF16,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKF21,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKF22,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKF24,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKF25,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKF30,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG11,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG12,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG13,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG21,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG22,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG23,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG24,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG31,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG32,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG33,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG36,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG37,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG38,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKG39,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH11,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH12,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH14,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH15,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH16,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH17,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH21,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH23,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH24,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH25,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH31,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH32,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH34,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH35,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH36,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKH37,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI31,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI32,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI33,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI34,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI41,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI42,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI43,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI44,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI45,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI51,0.299,0.34,0.025,0.025,0.052,0.157,0.157
UKI52,0.299,0.34,0.025,0.025,0.052,0.157,0.157
